x1,x2,x3,x4,x5,x6,x7,x8,x9,y
21,1,18.0,1,< 1 Year,No,2630.0,160.0,34,0
33,1,8.0,0,1-2 Year,Yes,30651.0,124.0,223,1
44,1,46.0,1,1-2 Year,No,52088.0,90.0,137,0
32,1,26.0,0,< 1 Year,Yes,39303.0,124.0,153,1
24,1,15.0,1,< 1 Year,No,40121.0,152.0,116,0
23,1,28.0,1,< 1 Year,No,75764.0,152.0,163,0
24,1,39.0,1,< 1 Year,No,2630.0,152.0,219,0
27,1,15.0,1,< 1 Year,No,40234.0,152.0,148,0
60,1,28.0,1,1-2 Year,No,39770.0,26.0,297,0
50,1,8.0,0,1-2 Year,Yes,2630.0,157.0,77,0
29,1,33.0,1,< 1 Year,No,25197.0,152.0,284,0
25,1,29.0,1,< 1 Year,No,29345.0,152.0,162,0
28,1,46.0,1,< 1 Year,No,20131.0,160.0,266,0
39,1,41.0,0,1-2 Year,Yes,36674.0,26.0,12,1
23,1,6.0,1,< 1 Year,No,15057.0,152.0,108,0
55,1,46.0,0,1-2 Year,Yes,30747.0,11.0,257,0
69,1,28.0,0,1-2 Year,No,28360.0,124.0,113,0
43,1,28.0,0,1-2 Year,Yes,52394.0,26.0,289,0
46,1,19.0,0,1-2 Year,Yes,31528.0,122.0,158,0
23,1,17.0,1,< 1 Year,No,27989.0,152.0,179,0
42,1,28.0,1,1-2 Year,No,41943.0,124.0,250,0
76,1,28.0,0,1-2 Year,Yes,56384.0,26.0,96,0
65,1,2.0,1,1-2 Year,No,2630.0,124.0,101,0
34,1,28.0,0,1-2 Year,Yes,56046.0,124.0,179,1
40,1,15.0,1,1-2 Year,No,2630.0,26.0,202,0
70,1,8.0,1,1-2 Year,No,44982.0,26.0,262,0
22,1,10.0,1,< 1 Year,No,26313.0,152.0,107,0
58,1,28.0,0,1-2 Year,Yes,36819.0,124.0,65,0
55,1,28.0,1,1-2 Year,No,71436.0,26.0,56,0
22,1,12.0,1,< 1 Year,No,26275.0,152.0,294,0
37,1,28.0,0,1-2 Year,Yes,31611.0,26.0,69,1
27,1,3.0,1,< 1 Year,No,26348.0,152.0,42,0
41,1,22.0,0,1-2 Year,Yes,30605.0,124.0,282,0
23,1,8.0,0,< 1 Year,Yes,77551.0,152.0,88,0
22,1,3.0,1,< 1 Year,No,28578.0,152.0,102,0
25,1,11.0,1,< 1 Year,No,2630.0,152.0,123,0
22,1,3.0,0,< 1 Year,Yes,38443.0,152.0,263,0
56,1,3.0,0,1-2 Year,No,28437.0,124.0,12,0
50,1,28.0,0,1-2 Year,Yes,27542.0,124.0,250,0
27,1,11.0,1,< 1 Year,No,2630.0,160.0,96,0
24,1,29.0,1,< 1 Year,No,60034.0,152.0,109,0
23,1,28.0,1,< 1 Year,No,44057.0,152.0,151,0
42,1,15.0,1,1-2 Year,No,2630.0,26.0,85,0
28,1,8.0,1,< 1 Year,No,31343.0,152.0,89,0
21,1,18.0,0,1-2 Year,Yes,27152.0,124.0,12,0
40,1,24.0,0,1-2 Year,Yes,25611.0,124.0,60,0
42,1,1.0,0,1-2 Year,Yes,2630.0,124.0,211,0
47,1,28.0,0,1-2 Year,Yes,72544.0,26.0,250,0
71,1,28.0,0,1-2 Year,Yes,127161.0,26.0,111,0
45,1,28.0,0,1-2 Year,Yes,48533.0,26.0,11,0
68,1,11.0,0,1-2 Year,Yes,26105.0,154.0,232,1
45,1,28.0,0,1-2 Year,Yes,30599.0,26.0,261,0
46,1,28.0,1,1-2 Year,No,62684.0,124.0,101,0
56,1,28.0,0,> 2 Years,Yes,40190.0,26.0,149,1
24,1,8.0,0,< 1 Year,No,61162.0,152.0,142,0
40,1,28.0,0,1-2 Year,Yes,2630.0,124.0,97,0
20,1,8.0,0,< 1 Year,Yes,35735.0,160.0,120,0
75,1,28.0,0,1-2 Year,Yes,52398.0,13.0,216,0
73,1,8.0,0,> 2 Years,Yes,78678.0,122.0,106,0
25,1,36.0,1,< 1 Year,No,2630.0,163.0,165,0
23,1,29.0,1,< 1 Year,No,38687.0,152.0,53,0
45,1,28.0,0,1-2 Year,Yes,2630.0,26.0,283,0
22,1,2.0,0,< 1 Year,Yes,27064.0,160.0,148,0
41,1,28.0,0,1-2 Year,Yes,35819.0,26.0,216,0
23,1,28.0,0,< 1 Year,Yes,49654.0,26.0,109,0
33,1,47.0,0,< 1 Year,Yes,35514.0,26.0,117,0
75,1,28.0,0,1-2 Year,Yes,42349.0,124.0,122,0
27,1,8.0,1,< 1 Year,No,45260.0,152.0,59,0
31,1,18.0,0,< 1 Year,Yes,29770.0,152.0,209,0
22,1,46.0,1,< 1 Year,No,28408.0,152.0,76,0
23,1,2.0,0,< 1 Year,Yes,36292.0,26.0,204,0
60,1,41.0,1,1-2 Year,No,36246.0,12.0,125,0
22,1,15.0,0,< 1 Year,Yes,26929.0,152.0,283,0
23,1,46.0,1,< 1 Year,No,34549.0,152.0,105,0
31,1,28.0,0,< 1 Year,Yes,68339.0,124.0,76,0
71,1,39.0,1,1-2 Year,No,2630.0,26.0,74,0
34,1,28.0,1,1-2 Year,No,2630.0,124.0,208,0
24,1,2.0,1,< 1 Year,No,38545.0,152.0,142,0
61,1,28.0,0,1-2 Year,Yes,2630.0,150.0,145,0
64,1,28.0,0,1-2 Year,Yes,26997.0,124.0,94,1
45,1,41.0,0,1-2 Year,Yes,33504.0,124.0,223,0
56,1,43.0,0,1-2 Year,Yes,21969.0,124.0,133,0
27,1,37.0,1,< 1 Year,No,32514.0,152.0,164,0
48,1,8.0,1,1-2 Year,No,42157.0,26.0,74,0
59,1,28.0,0,1-2 Year,Yes,41011.0,124.0,102,0
42,1,46.0,0,1-2 Year,Yes,28099.0,55.0,20,0
20,1,5.0,0,< 1 Year,Yes,27984.0,160.0,50,0
69,1,28.0,1,1-2 Year,No,66614.0,26.0,199,0
73,1,28.0,1,1-2 Year,No,54587.0,26.0,196,0
54,1,8.0,0,1-2 Year,Yes,38173.0,124.0,123,0
40,1,28.0,1,1-2 Year,No,40410.0,124.0,47,0
24,1,43.0,0,< 1 Year,Yes,40123.0,152.0,36,0
27,1,50.0,1,< 1 Year,No,41123.0,152.0,278,0
59,1,8.0,0,> 2 Years,Yes,42490.0,124.0,168,0
27,1,8.0,1,< 1 Year,No,36738.0,152.0,18,0
22,1,47.0,1,< 1 Year,No,43674.0,152.0,221,0
22,1,17.0,0,< 1 Year,Yes,42804.0,152.0,273,0
78,1,28.0,1,1-2 Year,No,29593.0,26.0,191,0
42,1,28.0,0,1-2 Year,Yes,54437.0,26.0,131,1
32,1,49.0,0,1-2 Year,No,30250.0,124.0,296,0
23,1,28.0,1,< 1 Year,No,29591.0,152.0,128,0
22,1,8.0,1,< 1 Year,No,29693.0,152.0,296,0
38,1,46.0,0,1-2 Year,Yes,39592.0,124.0,22,0
24,1,49.0,0,< 1 Year,Yes,2630.0,152.0,11,0
21,1,45.0,0,< 1 Year,Yes,2630.0,152.0,266,0
32,1,30.0,0,< 1 Year,Yes,2630.0,124.0,121,1
23,1,8.0,1,< 1 Year,Yes,40328.0,152.0,291,0
42,1,33.0,0,1-2 Year,Yes,28728.0,124.0,24,0
52,1,33.0,0,1-2 Year,No,28160.0,26.0,66,0
41,1,24.0,0,1-2 Year,Yes,28227.0,124.0,190,1
71,1,28.0,1,1-2 Year,No,68970.0,26.0,187,0
44,1,14.0,1,1-2 Year,No,28349.0,26.0,138,0
25,1,8.0,0,< 1 Year,Yes,40392.0,152.0,40,0
24,1,33.0,1,< 1 Year,No,31262.0,152.0,215,0
41,1,28.0,0,1-2 Year,Yes,34235.0,26.0,164,0
73,1,28.0,0,> 2 Years,Yes,64222.0,124.0,195,0
67,1,21.0,0,1-2 Year,Yes,2630.0,124.0,152,1
23,1,17.0,1,< 1 Year,No,39264.0,152.0,114,0
21,1,25.0,1,< 1 Year,No,23595.0,160.0,64,0
49,1,28.0,0,1-2 Year,Yes,40730.0,124.0,192,0
34,1,6.0,1,1-2 Year,No,2630.0,152.0,18,0
22,1,28.0,0,< 1 Year,Yes,29816.0,152.0,203,0
29,1,15.0,0,< 1 Year,No,29596.0,152.0,200,0
24,1,3.0,1,< 1 Year,No,25084.0,152.0,129,0
22,1,41.0,1,< 1 Year,No,29607.0,152.0,223,0
26,1,28.0,1,< 1 Year,No,41689.0,152.0,63,0
48,1,28.0,0,1-2 Year,Yes,2630.0,26.0,176,0
27,1,28.0,1,< 1 Year,No,40536.0,152.0,169,0
41,1,8.0,0,1-2 Year,Yes,2630.0,124.0,132,1
23,1,14.0,1,< 1 Year,No,21877.0,152.0,156,0
51,1,28.0,1,1-2 Year,No,34153.0,124.0,163,0
34,1,8.0,0,1-2 Year,No,25721.0,124.0,110,0
23,1,28.0,1,< 1 Year,No,52603.0,152.0,91,0
67,1,28.0,0,1-2 Year,Yes,104965.0,124.0,236,0
36,1,28.0,0,1-2 Year,Yes,22603.0,124.0,296,1
25,1,36.0,1,< 1 Year,No,39926.0,152.0,230,0
